week,player1,player2,balance_code,playerwin,char1,char2
17,Fbomb,apropos0,1.2,apropos0,Monk,Wizard
17,Fbomb,cptKav,1.2,Fbomb,Healer,Archer
17,Fbomb,cptKav,1.2,Fbomb,Monk,Wizard
17,Fbomb,cptKav,1.2,cptKav,Knight,Healer
17,Fbomb,cptKav,1.2,cptKav,Monk,Barbarian
17,Fbomb,cptKav,1.2,cptKav,Monk,Wizard
17,Fbomb,cptKav,1.2,cptKav,Wizard,Gunner
17,Fbomb,sstein,1.2,sstein,Knight,Archer
17,Fbomb,sstein,1.2,sstein,Monk,Rogue
17,Frp97,Ellen,1.2,Ellen,Gunner,Barbarian
17,Frp97,Ellen,1.2,Ellen,Monk,Rogue
17,Frp97,basta,1.2,Frp97,Archer,Wizard
17,Frp97,basta,1.2,Frp97,Gunner,Barbarian
17,Frp97,basta,1.2,Frp97,Wizard,Archer
17,Frp97,probablytom,1.2,Frp97,Barbarian,Knight
17,Frp97,probablytom,1.2,Frp97,Gunner,Barbarian
17,Frp97,probablytom,1.2,Frp97,Knight,Archer
17,Frp97,probablytom,1.2,probablytom,Barbarian,Gunner
17,Frp97,probablytom,1.2,probablytom,Barbarian,Healer
17,Luca1802,Fbomb,1.2,Luca1802,Monk,Barbarian
17,Luca1802,Fbomb,1.2,Luca1802,Wizard,Monk
17,Luca1802,Frp97,1.2,Frp97,Gunner,Barbarian
17,Luca1802,Frp97,1.2,Frp97,Rogue,Gunner
17,Luca1802,Frp97,1.2,Luca1802,Gunner,Barbarian
17,Luca1802,Frp97,1.2,Luca1802,Monk,Wizard
17,Luca1802,dalinar,1.2,Luca1802,Archer,Barbarian
17,Luca1802,dalinar,1.2,Luca1802,Monk,Rogue
17,Luca1802,sstein,1.2,sstein,Knight,Archer
17,Luca1802,sstein,1.2,sstein,Rogue,Gunner
17,MhairiM,Nari,1.2,Nari,Gunner,Barbarian
17,MhairiM,Nari,1.2,Nari,Knight,Gunner
17,Nari,ECDr,1.2,ECDr,Gunner,Wizard
17,Nari,ECDr,1.2,ECDr,Knight,Gunner
17,Nari,Paddy,1.2,Nari,Knight,Gunner
17,Nari,Paddy,1.2,Nari,Monk,Knight
17,Nari,Paddy,1.2,Paddy,Knight,Gunner
17,Nonni,ECDr,1.2,Nonni,Archer,Barbarian
17,Nonni,ECDr,1.2,Nonni,Gunner,Wizard
17,Nonni,Fbomb,1.2,Nonni,Knight,Barbarian
17,Nonni,Fbomb,1.2,Nonni,Monk,Rogue
17,Nonni,cptKav,1.2,cptKav,Archer,Barbarian
17,Nonni,cptKav,1.2,cptKav,Barbarian,Healer
17,Nonni,deathseeker,1.2,deathseeker,Barbarian,Archer
17,Nonni,deathseeker,1.2,deathseeker,Gunner,Rogue
17,Paddy,Ellen,1.2,Ellen,Gunner,Knight
17,Paddy,Ellen,1.2,Ellen,Knight,Healer
17,Paddy,Ellen,1.2,Ellen,Monk,Knight
17,Paddy,Ellen,1.2,Ellen,Wizard,Gunner
17,Paddy,Frp97,1.2,Frp97,Gunner,Barbarian
17,Paddy,Frp97,1.2,Frp97,Monk,Knight
17,Paddy,Kush,1.2,Kush,Monk,Knight
17,Paddy,Kush,1.2,Kush,Rogue,Healer
17,Paddy,Kush,1.2,Kush,Wizard,Knight
17,Paddy,Schmofe,1.2,Schmofe,Barbarian,Archer
17,Paddy,Schmofe,1.2,Schmofe,Knight,Gunner
17,Paddy,apropos0,1.2,apropos0,Knight,Barbarian
17,Paddy,apropos0,1.2,apropos0,Knight,Monk
17,Paddy,cptKav,1.2,Paddy,Archer,Gunner
17,Paddy,cptKav,1.2,Paddy,Monk,Knight
17,Paddy,cptKav,1.2,cptKav,Barbarian,Healer
17,Paddy,cptKav,1.2,cptKav,Monk,Barbarian
17,Paddy,l17r,1.2,Paddy,Archer,Wizard
17,Paddy,l17r,1.2,Paddy,Knight,Gunner
17,Paddy,probablytom,1.2,probablytom,Gunner,Healer
17,Paddy,probablytom,1.2,probablytom,Knight,Barbarian
17,Paddy,tanini,1.2,Paddy,Barbarian,Rogue
17,Paddy,tanini,1.2,Paddy,Knight,Gunner
17,Schmofe,Ellen,1.2,Ellen,Monk,Rogue
17,Schmofe,Ellen,1.2,Ellen,Monk,Wizard
17,alan,DavetheRave,1.2,DavetheRave,Gunner,Rogue
17,alan,DavetheRave,1.2,DavetheRave,Rogue,Monk
17,alan,cptKav,1.2,alan,Gunner,Archer
17,alan,cptKav,1.2,alan,Monk,Rogue
17,alan,georgedo,1.2,alan,Archer,Monk
17,alan,georgedo,1.2,alan,Wizard,Barbarian
17,apropos0,DavetheRave,1.2,apropos0,Monk,Gunner
17,apropos0,DavetheRave,1.2,apropos0,Monk,Healer
17,apropos0,ECDr,1.2,ECDr,Gunner,Wizard
17,apropos0,ECDr,1.2,ECDr,Monk,Gunner
17,apropos0,Ellen,1.2,apropos0,Archer,Gunner
17,apropos0,Ellen,1.2,apropos0,Knight,Healer
17,apropos0,Nari,1.2,Nari,Barbarian,Healer
17,apropos0,Nari,1.2,Nari,Gunner,Barbarian
17,apropos0,Nari,1.2,Nari,Knight,Gunner
17,apropos0,Nari,1.2,apropos0,Barbarian,Gunner
17,apropos0,Nari,1.2,apropos0,Gunner,Rogue
17,apropos0,Nari,1.2,apropos0,Knight,Gunner
17,apropos0,georgedo,1.2,apropos0,Gunner,Rogue
17,apropos0,georgedo,1.2,apropos0,Knight,Archer
17,apropos0,sstein,1.2,apropos0,Gunner,Rogue
17,basta,Atrps,1.2,Atrps,Barbarian,Archer
17,basta,Atrps,1.2,Atrps,Knight,Rogue
17,basta,ECDr,1.2,basta,Archer,Wizard
17,basta,ECDr,1.2,basta,Gunner,Wizard
17,basta,Ellen,1.2,Ellen,Gunner,Rogue
17,basta,Ellen,1.2,Ellen,Wizard,Barbarian
17,basta,Ellen,1.2,basta,Barbarian,Gunner
17,basta,Ellen,1.2,basta,Healer,Gunner
17,basta,Fbomb,1.2,basta,Archer,Rogue
17,basta,Fbomb,1.2,basta,Monk,Rogue
17,basta,Frp97,1.2,basta,Archer,Wizard
17,basta,Frp97,1.2,basta,Gunner,Barbarian
17,basta,Frp97,1.2,basta,Monk,Rogue
17,basta,Frp97,1.2,basta,Monk,Wizard
17,basta,Luca1802,1.2,basta,Gunner,Rogue
17,basta,Luca1802,1.2,basta,Knight,Healer
17,basta,Luca1802,1.2,basta,Rogue,Monk
17,basta,Luca1802,1.2,basta,Wizard,Healer
17,basta,Luca1802,1.2,basta,Wizard,Monk
17,basta,Nari,1.2,Nari,Archer,Healer
17,basta,Nari,1.2,Nari,Knight,Gunner
17,basta,Nonni,1.2,Nonni,Archer,Barbarian
17,basta,Nonni,1.2,Nonni,Knight,Healer
17,basta,Nonni,1.2,basta,Archer,Barbarian
17,basta,Nonni,1.2,basta,Gunner,Rogue
17,basta,Sidthesloth,1.2,basta,Archer,Wizard
17,basta,Sidthesloth,1.2,basta,Knight,Wizard
17,basta,Sidthesloth,1.2,basta,Wizard,Barbarian
17,basta,apropos0,1.2,apropos0,Rogue,Monk
17,basta,apropos0,1.2,apropos0,Wizard,Gunner
17,basta,creilly2,1.2,basta,Archer,Wizard
17,basta,deathseeker,1.2,basta,Rogue,Gunner
17,basta,deathseeker,1.2,basta,Wizard,Archer
17,basta,jack,1.2,basta,Knight,Healer
17,basta,jack,1.2,basta,Rogue,Archer
17,basta,walshy1066,1.2,walshy1066,Barbarian,Gunner
17,basta,walshy1066,1.2,walshy1066,Monk,Rogue
17,cptKav,Deanerbeck,1.2,Deanerbeck,Wizard,Monk
17,cptKav,Deanerbeck,1.2,Deanerbeck,Wizard,Rogue
17,cptKav,Ellen,1.2,Ellen,Barbarian,Rogue
17,cptKav,Ellen,1.2,Ellen,Healer,Knight
17,cptKav,Ellen,1.2,Ellen,Monk,Rogue
17,cptKav,Ellen,1.2,Ellen,Rogue,Barbarian
17,cptKav,Fbomb,1.2,Fbomb,Archer,Knight
17,cptKav,Fbomb,1.2,Fbomb,Rogue,Barbarian
17,cptKav,Kush,1.2,cptKav,Archer,Barbarian
17,cptKav,Kush,1.2,cptKav,Barbarian,Archer
17,cptKav,Kush,1.2,cptKav,Rogue,Healer
17,cptKav,Nari,1.2,Nari,Knight,Gunner
17,cptKav,Nari,1.2,Nari,Rogue,Wizard
17,cptKav,Nari,1.2,cptKav,Barbarian,Archer
17,cptKav,Nari,1.2,cptKav,Knight,Gunner
17,cptKav,Paddy,1.2,Paddy,Archer,Knight
17,cptKav,Paddy,1.2,Paddy,Gunner,Barbarian
17,cptKav,Paddy,1.2,cptKav,Barbarian,Archer
17,cptKav,Paddy,1.2,cptKav,Monk,Knight
17,cptKav,creilly1,1.2,creilly1,Monk,Healer
17,cptKav,creilly1,1.2,creilly1,Wizard,Monk
17,cptKav,l17r,1.2,cptKav,Monk,Barbarian
17,cptKav,l17r,1.2,cptKav,Wizard,Rogue
17,creilly1,ECDr,1.2,ECDr,Gunner,Rogue
17,creilly1,ECDr,1.2,ECDr,Gunner,Wizard
17,creilly1,ECDr,1.2,ECDr,Wizard,Gunner
17,creilly1,ECDr,1.2,creilly1,Gunner,Rogue
17,creilly1,ECDr,1.2,creilly1,Gunner,Wizard
17,creilly1,ECDr,1.2,creilly1,Monk,Wizard
17,creilly1,apropos0,1.2,apropos0,Gunner,Rogue
17,creilly1,apropos0,1.2,creilly1,Gunner,Rogue
17,creilly1,l17r,1.2,l17r,Archer,Rogue
17,creilly1,l17r,1.2,l17r,Gunner,Rogue
17,creilly1,sstein,1.2,creilly1,Gunner,Rogue
17,creilly1,sstein,1.2,creilly1,Knight,Archer
17,dalinar,Apollogize,1.2,dalinar,Barbarian,Monk
17,dalinar,Apollogize,1.2,dalinar,Wizard,Archer
17,dalinar,DoctorW,1.2,dalinar,Gunner,Barbarian
17,dalinar,DoctorW,1.2,dalinar,Knight,Healer
17,dalinar,tanini,1.2,dalinar,Knight,Rogue
17,dalinar,tanini,1.2,dalinar,Monk,Rogue
17,deathseeker,Frp97,1.2,Frp97,Gunner,Barbarian
17,deathseeker,Frp97,1.2,Frp97,Gunner,Rogue
17,deathseeker,Luca1802,1.2,deathseeker,Gunner,Barbarian
17,deathseeker,Luca1802,1.2,deathseeker,Gunner,Rogue
17,demander,Beth,1.2,Beth,Barbarian,Rogue
17,demander,Beth,1.2,Beth,Rogue,Barbarian
17,elennon,probablytom,1.2,elennon,Archer,Barbarian
17,elennon,probablytom,1.2,elennon,Monk,Knight
17,georgedo,Deanerbeck,1.2,georgedo,Knight,Gunner
17,georgedo,Deanerbeck,1.2,georgedo,Wizard,Rogue
17,georgedo,Ellen,1.2,Ellen,Barbarian,Knight
17,georgedo,Ellen,1.2,Ellen,Monk,Rogue
17,georgedo,Kush,1.2,Kush,Archer,Rogue
17,georgedo,Kush,1.2,Kush,Knight,Healer
17,georgedo,alan,1.2,georgedo,Rogue,Monk
17,georgedo,cptKav,1.2,georgedo,Gunner,Barbarian
17,georgedo,cptKav,1.2,georgedo,Knight,Archer
17,georgedo,creilly1,1.2,georgedo,Gunner,Rogue
17,georgedo,creilly1,1.2,georgedo,Knight,Gunner
17,georgedo,sstein,1.2,sstein,Knight,Archer
17,jack,Nonni,1.2,Nonni,Archer,Barbarian
17,jack,Nonni,1.2,Nonni,Rogue,Archer
17,l17r,Deanerbeck,1.2,Deanerbeck,Monk,Barbarian
17,l17r,Deanerbeck,1.2,Deanerbeck,Wizard,Rogue
17,l17r,Ellen,1.2,Ellen,Archer,Rogue
17,l17r,Ellen,1.2,Ellen,Gunner,Barbarian
17,l17r,Ellen,1.2,Ellen,Knight,Healer
17,l17r,Ellen,1.2,Ellen,Monk,Barbarian
17,l17r,Ellen,1.2,l17r,Knight,Barbarian
17,l17r,Ellen,1.2,l17r,Monk,Barbarian
17,l17r,Fbomb,1.2,Fbomb,Archer,Wizard
17,l17r,Fbomb,1.2,Fbomb,Barbarian,Rogue
17,l17r,Frp97,1.2,Frp97,Gunner,Barbarian
17,l17r,Frp97,1.2,Frp97,Monk,Barbarian
17,l17r,Paddy,1.2,l17r,Monk,Barbarian
17,l17r,cptKav,1.2,cptKav,Knight,Healer
17,l17r,cptKav,1.2,cptKav,Monk,Barbarian
17,l17r,probablytom,1.2,probablytom,Gunner,Monk
17,l17r,probablytom,1.2,probablytom,Monk,Barbarian
17,l17r,sophie,1.2,sophie,Archer,Rogue
17,l17r,sophie,1.2,sophie,Gunner,Knight
17,probablytom,Apollogize,1.2,Apollogize,Barbarian,Gunner
17,probablytom,Apollogize,1.2,Apollogize,Wizard,Archer
17,probablytom,Beth,1.2,probablytom,Gunner,Barbarian
17,probablytom,Beth,1.2,probablytom,Knight,Archer
17,probablytom,Ellen,1.2,Ellen,Barbarian,Healer
17,probablytom,Ellen,1.2,Ellen,Barbarian,Knight
17,probablytom,Ellen,1.2,Ellen,Rogue,Monk
17,probablytom,Schmofe,1.2,Schmofe,Healer,Gunner
17,probablytom,Schmofe,1.2,Schmofe,Monk,Archer
17,probablytom,apropos0,1.2,apropos0,Archer,Knight
17,probablytom,apropos0,1.2,apropos0,Gunner,Rogue
17,probablytom,apropos0,1.2,probablytom,Gunner,Wizard
17,probablytom,apropos0,1.2,probablytom,Knight,Archer
17,probablytom,walshy1066,1.2,walshy1066,Archer,Healer
17,probablytom,walshy1066,1.2,walshy1066,Monk,Rogue
17,sophie,Frp97,1.2,Frp97,Archer,Barbarian
17,sophie,Frp97,1.2,Frp97,Gunner,Barbarian
17,sophie,Nari,1.2,sophie,Gunner,Knight
17,sophie,Nari,1.2,sophie,Knight,Gunner
17,sophie,probablytom,1.2,sophie,Archer,Barbarian
17,sophie,probablytom,1.2,sophie,Gunner,Healer
17,sstein,ECDr,1.2,ECDr,Gunner,Wizard
17,sstein,ECDr,1.2,ECDr,Knight,Archer
17,sstein,Nari,1.2,sstein,Knight,Archer
17,sstein,Nari,1.2,sstein,Knight,Gunner
17,sstein,probablytom,1.2,sstein,Knight,Archer
17,sstein,probablytom,1.2,sstein,Knight,Healer
17,sstein,walshy1066,1.2,walshy1066,Knight,Archer
17,sstein,walshy1066,1.2,walshy1066,Monk,Rogue
17,tanini,creilly2,1.2,creilly2,Monk,Rogue
17,tanini,creilly2,1.2,creilly2,Wizard,Knight
17,tanini,creilly2,1.2,tanini,Archer,Gunner
17,tanini,creilly2,1.2,tanini,Barbarian,Healer
17,timri,Beth,1.2,timri,Archer,Healer
17,timri,Beth,1.2,timri,Gunner,Rogue
17,timri,Ellen,1.2,timri,Gunner,Barbarian
17,timri,Ellen,1.2,timri,Healer,Rogue
17,timri,Sidthesloth,1.2,timri,Gunner,Archer
17,timri,Sidthesloth,1.2,timri,Knight,Wizard
17,timri,creilly2,1.2,creilly2,Archer,Wizard
17,timri,creilly2,1.2,creilly2,Healer,Gunner
17,timri,creilly2,1.2,timri,Gunner,Archer
17,timri,creilly2,1.2,timri,Gunner,Barbarian
17,timri,demander,1.2,demander,Archer,Wizard
17,timri,demander,1.2,demander,Knight,Archer
17,walshy1066,Nari,1.2,walshy1066,Knight,Gunner
17,walshy1066,Nari,1.2,walshy1066,Monk,Rogue
18,Apollogize,Deanerbeck,1.2,Apollogize,Monk,Rogue
18,Apollogize,Deanerbeck,1.2,Apollogize,Wizard,Archer
18,Apollogize,Frp97,1.2,Frp97,Gunner,Barbarian
18,Apollogize,Frp97,1.2,Frp97,Wizard,Archer
18,Apollogize,apropos0,1.2,Apollogize,Gunner,Knight
18,Apollogize,apropos0,1.2,Apollogize,Wizard,Archer
18,Apollogize,creilly1,1.2,creilly1,Gunner,Rogue
18,Apollogize,creilly1,1.2,creilly1,Wizard,Archer
18,Beth,Frp97,1.2,Frp97,Gunner,Barbarian
18,Beth,Frp97,1.2,Frp97,Gunner,Wizard
18,Beth,basta,1.2,Beth,Archer,Rogue
18,Beth,basta,1.2,Beth,Knight,Gunner
18,Beth,probablytom,1.2,Beth,Archer,Knight
18,Beth,probablytom,1.2,Beth,Archer,Rogue
18,DavetheRave,Ellen,1.2,Ellen,Gunner,Barbarian
18,DavetheRave,Ellen,1.2,Ellen,Healer,Barbarian
18,Deanerbeck,Apollogize,1.2,Apollogize,Monk,Rogue
18,Deanerbeck,Apollogize,1.2,Apollogize,Wizard,Archer
18,Deanerbeck,ECDr,1.2,ECDr,Gunner,Wizard
18,Deanerbeck,ECDr,1.2,ECDr,Wizard,Rogue
18,Deanerbeck,Ellen,1.2,Deanerbeck,Knight,Rogue
18,Deanerbeck,Ellen,1.2,Deanerbeck,Monk,Rogue
18,Deanerbeck,Fbomb,1.2,Deanerbeck,Monk,Rogue
18,Deanerbeck,Fbomb,1.2,Deanerbeck,Wizard,Rogue
18,Deanerbeck,Fbomb,1.2,Fbomb,Monk,Rogue
18,Deanerbeck,Frp97,1.2,Frp97,Gunner,Barbarian
18,Deanerbeck,Frp97,1.2,Frp97,Monk,Rogue
18,Deanerbeck,Nari,1.2,Deanerbeck,Gunner,Healer
18,Deanerbeck,Nari,1.2,Deanerbeck,Monk,Rogue
18,Deanerbeck,Nari,1.2,Nari,Monk,Rogue
18,Deanerbeck,Nari,1.2,Nari,Wizard,Gunner
18,Deanerbeck,apropos0,1.2,apropos0,Gunner,Knight
18,Deanerbeck,apropos0,1.2,apropos0,Monk,Rogue
18,Deanerbeck,apropos0,1.2,apropos0,Wizard,Gunner
18,Deanerbeck,cptKav,1.2,Deanerbeck,Monk,Rogue
18,Deanerbeck,cptKav,1.2,Deanerbeck,Rogue,Knight
18,Deanerbeck,cptKav,1.2,Deanerbeck,Rogue,Monk
18,Deanerbeck,cptKav,1.2,cptKav,Barbarian,Wizard
18,Deanerbeck,cptKav,1.2,cptKav,Wizard,Rogue
18,Deanerbeck,creilly1,1.2,Deanerbeck,Gunner,Rogue
18,Deanerbeck,creilly1,1.2,Deanerbeck,Monk,Rogue
18,Deanerbeck,elennon,1.2,elennon,Monk,Barbarian
18,Deanerbeck,elennon,1.2,elennon,Monk,Rogue
18,Deanerbeck,georgedo,1.2,Deanerbeck,Knight,Gunner
18,Deanerbeck,georgedo,1.2,Deanerbeck,Monk,Rogue
18,Deanerbeck,l17r,1.2,Deanerbeck,Archer,Rogue
18,Deanerbeck,l17r,1.2,Deanerbeck,Monk,Rogue
18,Deanerbeck,tanini,1.2,tanini,Monk,Rogue
18,Deanerbeck,tanini,1.2,tanini,Monk,Wizard
18,ECDr,Apollogize,1.2,ECDr,Gunner,Wizard
18,ECDr,Apollogize,1.2,ECDr,Wizard,Archer
18,ECDr,Deanerbeck,1.2,ECDr,Gunner,Wizard
18,ECDr,Deanerbeck,1.2,ECDr,Monk,Rogue
18,ECDr,Fbomb,1.2,ECDr,Gunner,Wizard
18,ECDr,Fbomb,1.2,ECDr,Knight,Rogue
18,ECDr,Nari,1.2,ECDr,Barbarian,Gunner
18,ECDr,Nari,1.2,ECDr,Gunner,Wizard
18,ECDr,Nari,1.2,ECDr,Knight,Gunner
18,ECDr,Nari,1.2,ECDr,Knight,Healer
18,ECDr,Nari,1.2,Nari,Gunner,Wizard
18,ECDr,Nari,1.2,Nari,Knight,Gunner
18,ECDr,apropos0,1.2,ECDr,Gunner,Knight
18,ECDr,apropos0,1.2,ECDr,Gunner,Wizard
18,ECDr,apropos0,1.2,apropos0,Gunner,Rogue
18,ECDr,apropos0,1.2,apropos0,Gunner,Wizard
18,ECDr,apropos0,1.2,apropos0,Wizard,Gunner
18,ECDr,creilly1,1.2,ECDr,Gunner,Rogue
18,ECDr,creilly1,1.2,ECDr,Gunner,Wizard
18,ECDr,creilly1,1.2,creilly1,Gunner,Rogue
18,ECDr,creilly1,1.2,creilly1,Gunner,Wizard
18,ECDr,dalinar,1.2,ECDr,Archer,Knight
18,ECDr,dalinar,1.2,ECDr,Gunner,Wizard
18,ECDr,l17r,1.2,ECDr,Archer,Rogue
18,ECDr,l17r,1.2,ECDr,Gunner,Wizard
18,ECDr,sstein,1.2,ECDr,Gunner,Wizard
18,ECDr,sstein,1.2,ECDr,Knight,Archer
18,ECDr,sstein,1.2,ECDr,Knight,Gunner
18,ECDr,sstein,1.2,ECDr,Knight,Rogue
18,ECDr,sstein,1.2,sstein,Gunner,Wizard
18,ECDr,sstein,1.2,sstein,Knight,Rogue
18,ECDr,timri,1.2,ECDr,Gunner,Barbarian
18,ECDr,timri,1.2,ECDr,Gunner,Wizard
18,Ellen,Apollogize,1.2,Apollogize,Knight,Archer
18,Ellen,Apollogize,1.2,Apollogize,Wizard,Archer
18,Ellen,Deanerbeck,1.2,Deanerbeck,Monk,Rogue
18,Ellen,apropos0,1.2,apropos0,Gunner,Knight
18,Ellen,apropos0,1.2,apropos0,Knight,Gunner
18,Ellen,basta,1.2,Ellen,Gunner,Rogue
18,Ellen,l17r,1.2,Ellen,Archer,Rogue
18,Ellen,l17r,1.2,Ellen,Gunner,Healer
18,Ellen,probablytom,1.2,Ellen,Archer,Barbarian
18,Ellen,probablytom,1.2,Ellen,Knight,Gunner
18,Fbomb,Ellen,1.2,Ellen,Monk,Rogue
18,Fbomb,Frp97,1.2,Frp97,Gunner,Barbarian
18,Fbomb,Frp97,1.2,Frp97,Monk,Rogue
18,Fbomb,Luca1802,1.2,Luca1802,Archer,Rogue
18,Fbomb,alan,1.2,Fbomb,Gunner,Rogue
18,Fbomb,alan,1.2,Fbomb,Rogue,Monk
18,Fbomb,deathseeker,1.2,deathseeker,Gunner,Rogue
18,Fbomb,deathseeker,1.2,deathseeker,Monk,Rogue
18,Fbomb,georgedo,1.2,georgedo,Archer,Rogue
18,Fbomb,georgedo,1.2,georgedo,Knight,Gunner
18,Frp97,Beth,1.2,Beth,Archer,Rogue
18,Frp97,Beth,1.2,Beth,Gunner,Barbarian
18,Frp97,Beth,1.2,Frp97,Archer,Monk
18,Frp97,Beth,1.2,Frp97,Gunner,Barbarian
18,Frp97,Ellen,1.2,Ellen,Barbarian,Healer
18,Frp97,Ellen,1.2,Ellen,Gunner,Barbarian
18,Frp97,Ellen,1.2,Ellen,Gunner,Healer
18,Frp97,Ellen,1.2,Ellen,Knight,Healer
18,Frp97,Ellen,1.2,Frp97,Gunner,Barbarian
18,Frp97,Ellen,1.2,Frp97,Gunner,Healer
18,Frp97,Ellen,1.2,Frp97,Knight,Gunner
